ML Number Display,Area Display,Street Full Address,Property Type,Property Subtype 1 Display,Listing Date,Status Date,Status Display,Listing Price,Selling Price
21911304,Stinson Beach,"29 Avenida Las Baulinas, Stinson Beach, CA 94970",RESI,Single Family,3/12/19,6/13/19,Sold,"2,350,000","2,560,000"
21823048,Stinson Beach,"18 Arenal Ave #3, Stinson Beach, CA 94970",RESI,Condo/Coop,9/2/18,2/9/19,Sold,"525,000","525,000"
21908811,Stinson Beach,"21 Calle Del Pinos, Stinson Beach, CA 94970",RESI,Single Family,4/16/19,6/24/19,Sold,"679,000","665,000"
21907337,Stinson Beach,"2 Marine Way, Stinson Beach, CA 94970",RESI,Single Family,3/7/19,6/4/19,Sold,"1,450,000","1,200,000"
21823396,Fairfax,"945 Bolinas Rd, Fairfax, CA 94930-2203",RESI,Single Family,9/5/18,1/7/19,Sold,"1,849,000","1,725,000"
21829059,Fairfax,"794 Bolinas Rd, Fairfax, CA 94930-2102",RESI,Single Family,11/10/18,3/14/19,Sold,"1,115,000","1,090,000"
21830039,Fairfax,"41 Bosque Ave, Fairfax, CA 94930-2232",RESI,Single Family,10/27/18,3/15/19,Sold,"1,249,000","1,101,800"
21907151,Fairfax,"36 Bosque Ave, Fairfax, CA 94930-2202",RESI,Single Family,2/27/19,5/16/19,Sold,"849,000","825,000"
21823329,Fairfax,"700 Bolinas Rd, Fairfax, CA 94930-2102",RESI,Single Family,7/31/18,3/12/19,Sold,"2,249,000","1,975,500"
21911091,Mill Valley,"1049 Erica Rd, Mill Valley, CA 94941-3720",RESI,Single Family,4/29/19,5/29/19,Sold,"1,695,000","1,775,000"
21911032,Mill Valley,"1072 Erica Rd, Mill Valley, CA 94941",RESI,Single Family,3/25/19,6/11/19,Sold,"995,000","1,500,000"
21908656,Mill Valley,"340 Carrera Dr, Mill Valley, CA 94941-5401",RESI,Single Family,3/15/19,6/29/19,Sold,"1,795,000","1,790,000"
21900950,Mill Valley,"369 Carrera Dr, Mill Valley, CA 94941-5403",RESI,Single Family,12/24/18,1/15/19,Sold Off MLS,"1,150,000","1,150,000"
21902932,San Rafael,"106 Labrea Way, San Rafael, CA 94903-2914",RESI,Single Family,2/11/19,3/30/19,Sold,"859,000","859,000"
21908164,San Rafael,"831 Rincon Way, San Rafael, CA 94903-2923",RESI,Single Family,2/9/19,5/10/19,Sold,"719,000","735,000"
21910053,San Rafael,"843 Rincon Way, San Rafael, CA 94903-2923",RESI,Single Family,5/1/19,6/17/19,Sold,"899,000","900,000"
21903418,San Rafael,"837 Estancia Way, San Rafael, CA 94903-2905",RESI,Single Family,2/17/19,4/13/19,Sold,"819,000","790,000"
21828652,San Rafael,"870 Estancia Way, San Rafael, CA 94903-2906",RESI,Single Family,9/28/18,4/29/19,Sold,"760,000","745,000"
21825955,San Rafael,"335 N San Pedro Rd, San Rafael, CA 94903-2875",RESI,Single Family,10/2/18,6/20/19,Sold,"1,299,000","1,225,000"
21909460,Novato,"2 Silver Maple Pl, Novato, CA 94949-5486",RESI,Single Family,4/21/19,5/28/19,Sold,"1,549,000","1,549,000"
21831180,Novato,"13 Ash Ct, Novato, CA 94945-8433",RESI,Single Family,12/20/18,3/19/19,Sold,"1,695,000","1,620,000"
21900836,San Rafael,"153 Riviera Dr, San Rafael, CA 94901-1565",RESI,Single Family,1/14/19,3/29/19,Sold,"1,895,000","1,875,000"
21904057,San Rafael,"152 Riviera Dr, San Rafael, CA 94901-1526",RESI,Single Family,2/26/19,4/11/19,Sold,"1,400,000","1,400,000"
21905379,San Rafael,"2 San Marino Ct, San Rafael, CA 94901-1534",RESI,Single Family,3/11/19,6/13/19,Sold,"1,875,000","1,810,000"
21830514,San Rafael,"419 Riviera Dr, San Rafael, CA 94901-1530",RESI,Single Family,12/7/18,3/9/19,Sold,"1,975,000","1,980,000"
21905180,San Rafael,"248 Riviera Dr, San Rafael, CA 94901-1556",RESI,Single Family,3/12/19,4/3/19,Sold,"1,549,000","1,600,000"
21900301,San Rafael,"86 Biscayne Dr, San Rafael, CA 94901-1561",RESI,Condo/Coop,1/4/19,3/7/19,Sold,"729,000","729,000"
21824225,San Rafael,"183 Biscayne Dr, San Rafael, CA 94901-1510",RESI,Condo/Coop,9/13/18,4/12/19,Sold,"735,000","730,000"
21904388,San Rafael,"181 Knollwood Dr, San Rafael, CA 94901-1518",RESI,Condo/Coop,3/1/19,5/15/19,Sold,"829,900","823,500"
21828827,San Rafael,"183 Knollwood Dr, San Rafael, CA 94901-1518",RESI,Condo/Coop,11/5/18,2/8/19,Sold,"850,000","835,000"
21904530,San Rafael,"8 Marin Bay Park Ct, San Rafael, CA 94901-8304",RESI,Single Family,1/18/19,6/23/19,Sold,"1,995,000","1,875,000"
21904336,San Rafael,"76 Heritage Dr, San Rafael, CA 94901-8308",RESI,Condo/Coop,3/1/19,4/12/19,Sold,"949,000","1,025,000"
21909443,San Rafael,"60 Heritage Dr, San Rafael, CA 94901-8308",RESI,Condo/Coop,4/23/19,6/10/19,Sold,"879,000","879,000"
21906825,San Anselmo,"46 Tomahawk Dr, San Anselmo, CA 94960-1649",RESI,Single Family,1/6/19,5/14/19,Sold,"2,400,000","2,377,500"
21912873,San Anselmo,"43 Tomahawk Dr, San Anselmo, CA 94960-1664",RESI,Single Family,5/22/19,7/2/19,Sold,"2,500,000","2,455,000"
21903166,San Anselmo,"40 Tomahawk Dr, San Anselmo, CA 94960-1649",RESI,Single Family,8/1/18,3/19/19,Sold,"2,500,000","2,500,000"
21824044,San Anselmo,"10 Tomahawk Dr, San Anselmo, CA 94960-1637",RESI,Single Family,9/12/18,4/5/19,Sold,"1,195,000","1,075,000"
21908096,San Anselmo,"31 Elkhorn Way, San Anselmo, CA 94960-1665",RESI,Single Family,1/12/19,5/17/19,Sold,"1,285,000","1,305,000"
